agent_id,rows,employee_code_unique,agent_name_unique,vendor_id_unique,team_unique,status_unique,joined_at_unique,updated_at_unique
AGT0000604,23,23,10,13,5,3,23,23
AGT0000605,27,27,9,14,5,3,27,27
AGT0000606,27,27,9,14,5,3,27,27
AGT0000607,30,28,9,14,5,3,30,30
AGT0000608,29,29,10,13,5,3,29,29
AGT0000609,40,39,10,14,5,3,40,40
AGT0000610,30,29,8,14,5,3,30,30
AGT0000611,25,24,9,13,5,3,25,25
AGT0000612,24,24,10,10,5,3,24,24
AGT0000613,29,28,10,13,5,3,29,29
AGT0000614,32,32,10,12,5,3,32,32
AGT0000615,32,32,10,15,5,3,32,32
AGT0000616,37,36,10,14,5,3,37,37
AGT0000617,30,30,9,14,5,3,30,30
AGT0000618,34,34,9,14,5,3,34,34
AGT0000619,36,35,10,15,5,3,36,36
AGT0000620,32,31,10,13,5,3,32,32
AGT0000621,38,38,10,15,5,3,38,38
AGT0000622,25,24,8,12,5,3,25,25
AGT0000623,38,38,10,15,5,3,38,38
AGT0000624,34,34,10,11,5,3,34,34
AGT0000625,26,25,9,13,5,3,26,26
AGT0000626,32,32,9,13,5,3,32,32
AGT0000627,32,32,9,13,5,3,32,32
AGT0000628,28,28,9,11,5,3,28,28
AGT0000629,28,27,10,12,5,3,28,28
AGT0000630,28,27,10,15,5,3,28,28
AGT0000631,36,36,10,15,5,3,36,36
AGT0000632,33,32,9,13,5,3,33,33
AGT0000633,29,29,10,12,5,3,29,29
AGT0000634,26,26,9,14,5,3,26,26
AGT0000635,22,22,9,10,5,3,22,22
AGT0000636,25,25,9,13,5,3,25,25
AGT0000637,29,29,9,13,5,3,29,29
AGT0000638,32,32,10,13,5,3,32,32
AGT0000639,31,31,9,15,5,3,31,31
AGT0000640,27,27,9,12,5,3,27,27
AGT0000641,31,31,9,13,5,3,31,31
AGT0000642,23,23,8,14,5,3,23,23
AGT0000643,34,33,10,11,5,3,34,34
AGT0000644,29,29,10,13,5,3,29,29
AGT0000645,24,24,9,13,4,3,24,24
AGT0000646,33,33,10,14,5,3,33,33
AGT0000647,34,34,10,13,5,3,34,34
AGT0000648,29,28,10,14,5,3,29,29
AGT0000649,43,41,10,13,5,3,43,43
AGT0000650,30,30,9,14,5,3,30,30
AGT0000651,25,25,8,13,5,3,25,25
AGT0000652,28,28,10,10,5,3,28,28
AGT0000653,35,35,10,14,5,3,35,35
AGT0000654,21,21,9,11,5,3,21,21
AGT0000655,21,21,8,13,5,3,21,21
AGT0000656,26,26,10,11,5,3,26,26
AGT0000657,28,28,9,12,5,3,28,28
AGT0000658,26,26,10,14,5,3,26,26
AGT0000659,26,26,10,13,5,3,26,26
AGT0000660,32,31,10,14,5,3,32,32
AGT0000661,28,26,10,12,5,3,28,28
AGT0000662,32,32,10,13,5,3,32,32
AGT0000663,27,26,10,11,5,3,27,27
AGT0000664,36,36,9,13,5,3,36,36
AGT0000665,34,34,10,13,5,3,34,34
AGT0000666,31,31,10,15,5,3,31,31
AGT0000667,36,36,10,14,5,3,36,36
AGT0000668,31,30,10,12,5,3,31,31
AGT0000669,28,27,10,11,5,3,28,28
AGT0000670,26,26,10,11,5,3,26,26
AGT0000671,38,38,9,15,5,3,38,38
AGT0000672,21,21,9,11,5,3,21,21
AGT0000673,37,37,9,14,5,3,37,37
AGT0000674,30,29,10,15,5,3,30,30
AGT0000675,20,19,8,13,4,3,20,20
AGT0000676,31,31,9,14,5,3,31,31
AGT0000677,23,22,10,14,5,3,23,23
AGT0000678,29,29,10,14,5,3,29,29
AGT0000679,24,24,10,12,5,3,24,24
AGT0000680,37,37,9,15,5,3,37,37
AGT0000681,28,27,10,12,5,3,28,28
AGT0000682,21,21,9,12,5,3,21,21
AGT0000683,27,27,9,14,5,3,27,27
AGT0000684,26,26,10,12,5,3,26,26
AGT0000685,32,31,10,13,5,3,32,32
AGT0000686,25,23,10,12,5,3,25,25
AGT0000687,26,26,9,11,5,3,26,26
AGT0000688,32,32,10,15,5,3,32,32
AGT0000689,36,35,10,15,5,3,36,36
AGT0000690,37,37,10,15,5,3,37,37
AGT0000691,28,27,8,14,5,3,28,28
AGT0000692,32,32,9,13,5,3,32,32
AGT0000693,31,31,9,13,5,3,31,31
AGT0000694,26,26,9,12,4,3,26,26
AGT0000695,25,25,9,14,5,3,25,25
AGT0000696,25,25,10,12,5,3,25,25
AGT0000697,37,37,9,14,5,3,37,37
AGT0000698,30,30,10,13,5,3,30,30
AGT0000699,32,32,10,14,5,3,32,32
AGT0000700,29,28,10,13,5,3,29,29
AGT0000701,29,29,9,13,5,3,29,29
AGT0000702,24,24,8,12,5,3,24,24
AGT0000703,32,32,10,13,5,3,32,32
AGT0000704,22,22,7,12,5,3,22,22
AGT0000705,29,29,10,15,5,3,29,29
AGT0000706,31,31,9,14,5,3,31,31
AGT0000707,25,25,8,13,5,3,25,25
AGT0000708,39,38,10,11,5,3,39,39
AGT0000709,33,33,10,14,5,3,33,33
AGT0000710,27,27,8,11,5,3,27,27
AGT0000711,35,35,9,12,5,3,35,35
AGT0000712,26,26,8,11,5,3,26,26
AGT0000713,28,28,10,11,5,3,28,28
AGT0000714,30,30,10,14,5,3,30,30
AGT0000715,34,34,10,14,5,3,34,34
AGT0000716,30,30,9,12,5,3,30,30
AGT0000717,28,27,9,13,5,3,28,28
AGT0000718,26,26,10,9,5,3,26,26
AGT0000719,35,34,10,14,5,3,35,35
AGT0000720,28,28,10,11,5,3,28,28
AGT0000721,29,28,10,13,5,3,29,29
AGT0000722,28,28,10,13,5,3,28,28
AGT0000723,24,24,9,14,5,3,24,24
AGT0000724,41,41,10,13,5,3,41,41
AGT0000725,20,19,8,12,5,3,20,20
AGT0000726,30,30,9,12,5,3,30,30
AGT0000727,36,36,9,14,5,3,36,36
AGT0000728,34,34,10,14,5,3,34,34
AGT0000729,32,32,9,14,5,3,32,32
AGT0000730,37,37,10,14,5,3,37,37
AGT0000731,24,23,10,11,5,3,24,24
AGT0000732,28,28,10,13,5,3,28,28
AGT0000733,32,31,10,13,5,3,32,32
AGT0000734,34,32,10,15,5,3,34,34
AGT0000735,30,29,9,11,5,3,30,30
AGT0000736,20,19,6,12,5,3,20,20
AGT0000737,27,26,9,14,5,3,27,27
AGT0000738,40,40,10,15,5,3,40,40
AGT0000739,39,39,10,15,5,3,39,39
AGT0000740,35,35,10,12,5,3,35,35
AGT0000741,23,23,9,14,5,3,23,23
AGT0000742,26,25,10,13,5,3,26,26
AGT0000743,27,27,9,13,5,3,27,27
AGT0000744,39,36,10,13,5,3,39,39
AGT0000745,25,23,9,12,5,3,25,25
AGT0000746,43,43,10,15,5,3,43,43
AGT0000747,26,25,9,15,5,3,26,26
AGT0000748,23,23,8,12,5,3,23,23
AGT0000749,24,24,10,12,5,3,24,24
AGT0000750,31,31,10,12,5,3,31,31
AGT0000751,20,20,8,12,5,3,20,20
AGT0000752,24,24,10,10,5,3,24,24
AGT0000753,27,27,10,12,5,3,27,27
AGT0000754,28,27,10,13,5,3,28,28
AGT0000755,27,27,9,13,5,3,27,27
AGT0000756,33,33,10,13,5,3,33,33
AGT0000757,22,22,9,10,5,3,22,22
AGT0000758,37,36,9,13,5,3,37,37
AGT0000759,28,28,9,14,5,3,28,28
AGT0000760,31,31,10,12,5,3,31,31
AGT0000761,21,21,10,11,5,3,21,21
AGT0000762,34,33,10,14,5,3,34,34
AGT0000763,14,14,7,8,5,3,14,14
AGT0000764,37,34,10,14,5,3,37,37
AGT0000765,23,23,9,13,5,3,23,23
AGT0000766,35,34,9,15,5,3,35,35
AGT0000767,24,24,10,14,5,3,24,24
AGT0000768,38,38,9,15,5,3,38,38
AGT0000769,35,34,10,15,5,3,35,35
AGT0000770,28,27,10,13,5,3,28,28
AGT0000771,37,37,10,13,5,3,37,37
AGT0000772,32,32,10,14,5,3,32,32
AGT0000773,34,33,10,13,5,3,34,34
AGT0000774,25,24,10,13,5,3,25,25
AGT0000775,21,21,9,11,5,3,21,21
AGT0000776,31,31,9,14,5,3,31,31
AGT0000777,36,36,10,14,5,3,36,36
AGT0000778,18,18,10,10,5,3,18,18
AGT0000779,28,28,10,11,5,3,28,28
AGT0000780,32,32,10,13,5,3,32,32
AGT0000781,30,30,10,13,5,3,30,30
AGT0000782,31,31,9,12,5,3,31,31
AGT0000783,33,32,10,14,5,3,33,33
AGT0000784,33,33,10,13,5,3,33,33
AGT0000785,40,40,10,14,5,3,40,40
AGT0000786,22,22,9,10,5,3,22,22
AGT0000787,22,22,8,11,5,3,22,22
AGT0000788,30,30,9,14,5,3,30,30
AGT0000789,32,32,9,14,5,3,32,32
AGT0000790,39,39,10,15,5,3,39,39
AGT0000791,23,23,9,14,5,3,23,23
AGT0000792,22,22,10,11,5,3,22,22
AGT0000793,28,27,10,13,5,3,28,28
AGT0000794,22,22,10,10,5,3,22,22
AGT0000795,25,24,10,15,5,3,25,25
AGT0000796,37,36,10,14,5,3,37,37
AGT0000797,28,28,10,13,5,3,28,28
AGT0000798,28,28,10,14,5,3,28,28
AGT0000799,38,38,9,15,5,3,38,38
AGT0000800,35,34,10,13,5,3,35,35
AGT0000801,39,39,10,12,5,3,39,39
AGT0000802,32,31,10,13,5,3,32,32
AGT0000803,32,32,9,13,5,3,32,32
AGT0000804,33,33,10,11,5,3,33,33
AGT0000805,22,22,9,13,5,3,22,22
AGT0000806,34,33,10,14,5,3,34,34
AGT0000807,33,33,10,12,5,3,33,33
AGT0000808,30,30,10,14,5,3,30,30
AGT0000809,28,28,9,13,5,3,28,28
AGT0000810,41,41,10,14,5,3,41,41
AGT0000811,19,19,9,12,5,3,19,19
AGT0000812,29,28,10,14,5,3,29,29
AGT0000813,29,29,10,13,5,3,29,29
AGT0000814,32,31,10,15,5,3,32,32
AGT0000815,18,17,9,12,5,3,18,18
AGT0000816,27,27,10,13,5,3,27,27
AGT0000817,30,29,10,13,5,3,30,30
AGT0000818,33,33,10,15,5,3,33,33
AGT0000819,21,21,9,13,5,3,21,21
AGT0000820,33,33,10,15,5,3,33,33
AGT0000821,38,37,10,12,5,3,38,38
AGT0000822,25,25,10,13,5,3,25,25
AGT0000823,32,32,9,14,5,3,32,32
AGT0000824,27,27,10,13,5,3,27,27
AGT0000825,21,21,10,12,5,3,21,21
AGT0000826,34,34,9,14,5,3,34,34
AGT0000827,29,29,10,12,5,3,29,29
AGT0000828,40,40,10,13,5,3,40,40
AGT0000829,30,30,9,15,5,3,30,30
AGT0000830,28,27,9,13,5,3,28,28
AGT0000831,21,21,8,12,5,3,21,21
AGT0000832,35,35,10,15,5,3,35,35
AGT0000833,21,20,9,11,5,3,21,21
AGT0000834,33,33,10,13,5,3,33,33
AGT0000835,35,34,10,14,5,3,35,35
AGT0000836,34,33,10,15,5,3,34,34
AGT0000837,40,39,10,14,5,3,40,40
AGT0000838,37,34,9,14,5,3,37,37
AGT0000839,31,31,10,12,5,3,31,31
AGT0000840,28,28,9,13,5,3,28,28
AGT0000841,26,26,10,13,5,3,26,26
AGT0000842,30,29,10,13,5,3,30,30
AGT0000843,47,46,10,14,5,3,47,47
AGT0000844,34,34,10,13,5,3,34,34
AGT0000845,28,28,10,12,5,3,28,28
AGT0000846,30,30,9,12,5,3,30,30
AGT0000847,37,37,10,15,5,3,37,37
AGT0000848,29,28,9,14,5,3,29,29
AGT0000849,40,40,10,13,5,3,40,40
AGT0000850,26,25,10,13,5,3,26,26
AGT0000851,29,28,9,14,5,3,29,29
AGT0000852,25,25,10,14,5,3,25,25
AGT0000853,24,24,10,12,5,3,24,24
AGT0000854,31,31,10,12,5,3,31,31
AGT0000855,25,24,9,12,5,3,25,25
AGT0000856,40,38,10,15,5,3,40,40
AGT0000857,32,32,10,13,5,3,32,32
AGT0000858,33,33,9,14,5,3,33,33
AGT0000859,34,32,10,14,5,3,34,34
AGT0000860,23,22,10,11,5,3,23,23
AGT0000861,28,26,10,14,5,3,28,28
AGT0000862,30,30,8,12,5,3,30,30
AGT0000863,37,37,10,14,5,3,37,37
AGT0000864,24,23,9,11,5,3,24,24
AGT0000865,26,25,10,12,5,3,26,26
AGT0000866,24,24,9,12,5,3,24,24
AGT0000867,32,31,10,13,5,3,32,32
AGT0000868,33,32,10,15,5,3,33,33
AGT0000869,25,25,10,14,5,3,25,25
AGT0000870,36,36,10,13,5,3,36,36
AGT0000871,31,31,10,15,5,3,31,31
AGT0000872,22,22,9,12,5,3,22,22
AGT0000873,29,29,10,13,5,3,29,29
AGT0000874,30,30,10,13,5,3,30,30
AGT0000875,48,47,10,13,5,3,48,48
AGT0000876,46,45,10,14,4,3,46,46
AGT0000877,25,25,8,11,5,3,25,25
AGT0000878,26,26,9,13,5,3,26,26
AGT0000879,33,33,10,14,5,3,33,33
AGT0000880,33,32,10,12,4,3,33,33
AGT0000881,27,27,9,11,5,3,27,27
AGT0000882,32,32,9,13,5,3,32,32
AGT0000883,44,43,10,13,5,3,44,44
AGT0000884,30,30,10,12,5,3,30,30
AGT0000885,33,33,9,14,5,3,33,33
AGT0000886,32,32,8,13,5,3,32,32
AGT0000887,26,26,10,13,5,3,26,26
AGT0000888,29,29,10,13,5,3,29,29
AGT0000889,34,34,10,12,5,3,34,34
AGT0000890,28,28,8,12,5,3,28,28
AGT0000891,26,26,9,13,5,3,26,26
AGT0000892,28,27,10,13,5,3,28,28
AGT0000893,38,38,10,14,5,3,38,38
AGT0000894,30,30,10,13,5,3,30,30
AGT0000895,21,21,9,13,5,3,21,21
AGT0000896,31,31,10,15,5,3,31,31
AGT0000897,30,30,10,12,5,3,30,30
AGT0000898,23,23,8,13,5,3,23,23
AGT0000899,34,33,10,14,5,3,34,34
AGT0000900,28,27,10,13,5,3,28,28
AGT0000901,32,30,9,15,5,3,32,32
AGT0000902,24,23,10,13,5,3,24,24
AGT0000903,28,27,10,12,5,3,28,28
AGT0000904,28,28,10,15,5,3,28,28
AGT0000905,29,28,10,12,5,3,29,29
AGT0000906,17,17,8,12,5,3,17,17
AGT0000907,35,35,10,14,5,3,35,35
AGT0000908,32,31,10,14,5,3,32,32
AGT0000909,24,23,9,9,5,3,24,24
AGT0000910,30,29,10,13,5,3,30,30
AGT0000911,28,28,10,12,5,3,28,28
AGT0000912,41,41,10,14,5,3,41,41
AGT0000913,29,29,10,13,5,3,29,29
AGT0000914,33,32,10,12,5,3,33,33
AGT0000915,26,26,9,14,5,3,26,26
AGT0000916,26,26,10,14,5,3,26,26
AGT0000917,30,29,9,13,5,3,30,30
AGT0000918,31,31,10,14,5,3,31,31
AGT0000919,29,29,8,11,5,3,29,29
AGT0000920,26,26,10,13,5,3,26,26
AGT0000921,38,36,10,13,5,3,38,38
AGT0000922,14,14,6,9,4,3,14,14
AGT0000923,24,24,10,11,5,3,24,24
AGT0000924,34,33,10,13,5,3,34,34
AGT0000925,20,20,9,11,5,3,20,20
AGT0000926,30,30,10,13,5,3,30,30
AGT0000927,26,25,10,14,5,3,26,26
AGT0000928,27,27,9,11,5,3,27,27
AGT0000929,34,34,9,14,5,3,34,34
AGT0000930,26,26,10,12,5,3,26,26
AGT0000931,30,29,10,13,5,3,30,30
AGT0000932,33,33,10,13,5,3,33,33
AGT0000933,34,34,10,14,5,3,34,34
AGT0000934,35,34,9,14,5,3,35,35
AGT0000935,32,31,10,13,5,3,32,32
AGT0000936,35,35,9,15,5,3,35,35
AGT0000937,31,31,10,13,5,3,31,31
AGT0000938,32,32,10,15,5,3,32,32
AGT0000939,29,28,9,14,5,3,29,29
AGT0000940,26,26,9,13,5,3,26,26
AGT0000941,34,33,9,14,5,3,34,34
AGT0000942,26,26,8,11,5,3,26,26
AGT0000943,26,26,9,14,5,3,26,26
AGT0000944,35,35,10,14,5,3,35,35
AGT0000945,30,29,10,13,5,3,30,30
AGT0000946,25,25,9,11,5,3,25,25
AGT0000947,21,21,8,12,5,3,21,21
AGT0000948,33,33,10,13,5,3,33,33
AGT0000949,22,22,9,12,5,3,22,22
AGT0000950,28,28,9,15,5,3,28,28
AGT0000951,39,38,10,14,5,3,39,39
AGT0000952,25,24,9,11,5,3,25,25
AGT0000953,35,34,9,14,5,3,35,35
AGT0000954,34,34,9,12,5,3,34,34
AGT0000955,32,32,10,13,5,3,32,32
AGT0000956,32,32,9,14,5,3,32,32
AGT0000957,33,32,10,15,5,3,33,33
AGT0000958,14,14,7,10,5,3,14,14
AGT0000959,30,30,10,13,5,3,30,30
AGT0000960,27,27,9,14,5,3,27,27
AGT0000961,33,33,10,13,5,3,33,33
AGT0000962,31,31,9,14,5,3,31,31
AGT0000963,42,41,10,15,5,3,42,42
AGT0000964,30,30,10,14,5,3,30,30
AGT0000965,32,32,10,13,5,3,32,32
AGT0000966,39,39,9,14,5,3,39,39
AGT0000967,26,25,8,13,5,3,26,26
AGT0000968,35,34,9,15,5,3,35,35
AGT0000969,36,36,10,12,5,3,36,36
AGT0000970,35,35,10,14,5,3,35,35
AGT0000971,31,30,9,15,5,3,31,31
AGT0000972,27,26,10,14,5,3,27,27
AGT0000973,18,17,10,9,5,3,18,18
AGT0000974,24,24,8,13,5,3,24,24
AGT0000975,44,43,10,14,5,3,44,44
AGT0000976,33,31,10,14,5,3,33,33
AGT0000977,37,37,10,15,5,3,37,37
AGT0000978,35,35,10,13,5,3,35,35
AGT0000979,31,31,10,12,5,3,31,31
AGT0000980,29,29,10,12,5,3,29,29
AGT0000981,30,28,10,13,5,3,30,30
AGT0000982,23,23,10,12,5,3,23,23
AGT0000983,22,22,7,12,5,3,22,22
AGT0000984,39,39,10,14,5,3,39,39
AGT0000985,26,26,10,11,5,3,26,26
AGT0000986,31,31,10,13,5,3,31,31
AGT0000987,27,27,9,13,5,3,27,27
AGT0000988,30,29,9,15,5,3,30,30
AGT0000989,37,37,9,15,5,3,37,37
AGT0000990,26,26,9,14,5,3,26,26
AGT0000991,34,32,9,14,5,3,34,34
AGT0000992,43,42,10,15,5,3,43,43
AGT0000993,27,27,10,13,5,3,27,27
AGT0000994,36,36,10,11,5,3,36,36
AGT0000995,29,28,10,12,5,3,29,29
AGT0000996,26,26,10,12,5,3,26,26
AGT0000997,42,40,10,15,5,3,42,42
AGT0000998,32,32,10,13,5,3,32,32
AGT0000999,27,27,8,11,5,3,27,27
AGT0001000,30,30,9,13,5,3,30,30
