whatsapp_event_id,rows,account_id_unique,borrower_id_unique,event_at_unique,message_id_unique,event_type_unique,template_code_unique,provider_id_unique,difference_count,exact_duplicate
WHATSAPP_EVENT0036531,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0036564,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0036691,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0036717,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0036828,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0037173,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0037408,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0037428,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0037579,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0037581,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0037657,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0037667,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0037748,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0037816,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0037889,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0037951,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0038030,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0038073,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0038226,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0038396,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0038748,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0038978,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0039201,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0039301,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0039550,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0039744,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0040089,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0040192,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0040223,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0040380,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0040639,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0040656,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0040811,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0040853,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0041074,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0041276,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0041383,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0041627,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0041719,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0041729,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0041824,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0041895,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0041995,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042098,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042175,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042253,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042340,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042393,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042464,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042524,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042548,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042614,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042672,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042768,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042772,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042787,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042802,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042827,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042877,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042881,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0042944,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0043575,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0043622,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0043678,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0043709,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0043807,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0043818,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0043932,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0044086,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0044098,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0044390,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0044394,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0044480,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0044519,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0044840,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0044987,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045026,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045186,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045363,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045387,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045457,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045545,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045659,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045712,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045739,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045795,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045875,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045902,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0045991,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0046083,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0046100,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0046139,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0046345,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0046768,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0046992,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0047110,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0047366,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0047536,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0047652,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0047685,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0047759,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0048223,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0048313,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0048372,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0048440,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0048531,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0048608,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0048889,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0048995,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0049177,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0049190,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0049455,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0049523,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0049535,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0049607,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0049648,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0049746,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0049992,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0050015,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0050087,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0050095,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0050217,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0050228,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0050273,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0050343,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0050497,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0050615,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0050663,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0050790,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051028,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051072,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051103,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051165,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051242,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051318,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051335,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051458,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051491,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051560,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051910,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051941,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0051942,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0052114,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0052623,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0052645,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0052650,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0052652,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0052674,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0052810,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0052841,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0052870,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0052949,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0052988,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0053134,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0053195,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0053223,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0053452,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0053494,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0053742,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0054056,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0054196,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0054237,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0054261,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0054315,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0054401,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0054440,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0054695,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0054792,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0054926,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0055001,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0055130,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0055221,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0055237,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0055245,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0055349,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0055361,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0055474,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0055568,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0055626,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0055973,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0055983,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0056033,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0056062,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0056124,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0056313,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0056713,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0056778,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0056885,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0057131,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0057143,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0057235,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0057273,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0057535,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0057757,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0057827,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0058006,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0058070,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0058116,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0058253,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0058638,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0058678,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0058715,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0058778,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0058933,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0058963,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0058977,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0059256,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0059335,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0059344,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0059454,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0059595,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0059597,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0059694,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0059789,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0059886,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0059983,2,1,1,1,1,1,1,1,0,True
