call_id,rows,account_id_unique,borrower_id_unique,event_at_unique,agent_id_unique,campaign_id_unique,direction_unique,vendor_id_unique,call_status_unique,duration_sec_unique,timezone_unique,difference_count,exact_duplicate
CALL0029131,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029167,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029171,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029184,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029218,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029270,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029310,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029435,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0029474,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029488,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029501,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029562,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029601,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029661,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029868,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029906,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0029940,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0030185,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0030226,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0030265,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0030348,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0030425,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0030492,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0030558,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0030584,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0030601,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0030627,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0030773,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0030864,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031046,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031094,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031137,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031258,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031379,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031421,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031430,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031482,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031579,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031598,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031600,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031650,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031727,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031741,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0031822,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0032025,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0032097,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0032136,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0032186,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0032341,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0032421,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0032459,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0032808,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0032964,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033006,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033050,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033073,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033087,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033106,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033129,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0033199,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0033244,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033260,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033411,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033457,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0033577,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033588,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033658,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033723,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033807,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033821,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033880,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033969,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0033971,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034059,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034136,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034433,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0034612,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034615,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034733,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034791,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034799,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034906,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034934,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034936,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034958,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034972,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0034977,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035094,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035180,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035245,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035322,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035345,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035367,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035558,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035611,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035648,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035857,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035950,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035972,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0035995,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036059,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036109,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036417,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036501,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036541,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036570,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036607,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036632,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036655,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036671,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0036676,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036694,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036772,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036819,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036854,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036868,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0036971,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037004,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037031,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037032,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037106,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037167,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037173,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037511,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037521,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037610,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037631,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037678,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037704,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0037878,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038080,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038141,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038158,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038235,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038254,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038304,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038333,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038384,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038441,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038467,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038517,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038554,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038721,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038725,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038842,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038855,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0038994,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039063,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0039099,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039161,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039227,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039322,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039353,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039426,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039451,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039496,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039572,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039594,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039631,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039653,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039684,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039723,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039807,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039858,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039875,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0039963,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0040132,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0040381,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0040463,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0040651,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0040655,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0040729,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0040766,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0040920,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0040973,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0041056,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0041143,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0041357,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0041506,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0041617,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0041628,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0041732,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0041749,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0041919,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0041948,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042046,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042090,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042140,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042144,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042208,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042374,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042401,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042420,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042484,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042551,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042582,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042623,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042652,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042665,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042727,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042848,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0042923,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0043067,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0043158,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0043230,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0043251,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0043349,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0043350,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0043379,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0043535,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0043564,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0043594,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0043612,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0043723,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0044054,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0044106,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0044122,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0044152,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0044209,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0044214,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0044319,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0044346,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0044472,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0044600,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0044641,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0044664,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0044978,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045084,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045157,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045167,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0045244,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0045463,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045495,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045509,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045536,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045586,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045608,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045620,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045621,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045636,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045770,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045802,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045824,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045840,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045925,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0045942,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0045952,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046065,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046131,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046432,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046434,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046576,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046578,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046618,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046666,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046682,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046706,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046884,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046914,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046955,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046974,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046976,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0046988,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047001,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047097,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047148,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047193,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047204,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0047290,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047319,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047430,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047450,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047561,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047638,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047641,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047759,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0047910,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047912,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047931,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047949,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0047971,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048013,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048134,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048162,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048211,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048225,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048254,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048414,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048440,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048643,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048672,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048748,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048855,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048903,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048930,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048950,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0048980,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049024,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049118,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049264,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049267,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049289,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049346,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049415,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049430,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049503,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049531,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049620,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049654,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049855,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0049968,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050108,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050172,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050276,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050317,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050340,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050381,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050396,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050424,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050534,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050654,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050694,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050704,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050722,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050723,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050756,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050776,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050784,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050785,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050842,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050937,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0050944,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0051413,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0051456,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0051616,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0051799,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0051817,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0051939,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0051940,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0051950,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0051967,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0051969,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0051979,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0052058,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052104,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052293,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052376,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052388,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052470,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052553,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052575,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052582,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052590,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052646,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0052717,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0052739,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052748,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0052838,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052945,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0052986,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053003,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053051,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053072,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053152,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053221,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053255,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053294,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053386,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053466,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053469,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053822,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053888,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0053939,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054183,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054213,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054248,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054276,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054331,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054347,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054413,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054426,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0054436,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054437,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054455,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054481,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054547,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054554,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054678,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054690,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054718,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054902,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054906,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0054982,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055019,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055038,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055082,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055097,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055161,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055392,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055437,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055442,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055570,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0055627,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055660,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055678,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055755,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055773,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055779,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055790,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055842,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055871,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055920,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055922,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055933,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0055998,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0056018,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0056062,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0056069,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0056249,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0056290,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0056337,2,1,1,1,1,1,1,1,1,1,1,0,True
