match_stratum,control_accounts,treatment_accounts,control_paying_accounts,treatment_paying_accounts,control_recovered_amount,treatment_recovered_amount,control_outstanding_amount,treatment_outstanding_amount,control_payment_rate_pct,treatment_payment_rate_pct,payment_rate_difference_pct_points,control_recovery_rate_pct,treatment_recovery_rate_pct,recovery_rate_difference_pct_points
1-30|MEDIUM|CLOSED|BNPL,67.0,65.0,31.0,32.0,2525579.02,3118708.85,25674646.52,23940313.77,46.26865671641791,49.23076923076923,2.9621125143513254,9.836859946767438,13.02701743996399,3.1901574931965513
1-30|MEDIUM|CLOSED|CONSUMER,84.0,56.0,37.0,18.0,4027119.88,1725423.22,28926481.04,19969269.66,44.047619047619044,32.142857142857146,-11.904761904761898,13.921914229495231,8.64039220951659,-5.281522019978642
1-30|MEDIUM|CLOSED|CREDIT_CARD,87.0,56.0,33.0,28.0,2511047.22,2324324.85,28552792.88,17635207.94,37.93103448275862,50.0,12.06896551724138,8.79440141128499,13.180025196799578,4.385623785514587
1-30|MEDIUM|CLOSED|PERSONAL,66.0,65.0,33.0,31.0,3359215.78,3053873.6999999997,21192382.2,26488581.03,50.0,47.69230769230769,-2.3076923076923066,15.851053214772618,11.529019604867825,-4.322033609904793
1-30|MEDIUM|PAID|AUTO,81.0,62.0,35.0,30.0,3479325.9699999997,2880952.64,30551191.61,23255570.89,43.20987654320987,48.38709677419355,5.177220230983679,11.38851150035388,12.388225830391558,0.9997143300376781
1-30|MEDIUM|PAID|BNPL,76.0,62.0,35.0,20.0,3247848.54,2405950.6,25586119.39,22254982.55,46.05263157894737,32.25806451612903,-13.794567062818338,12.693791076693635,10.810840199917388,-1.8829508767762473
1-30|MEDIUM|PAID|CONSUMER,78.0,66.0,35.0,25.0,3303427.19,2592299.86,27844050.599999998,23030974.47,44.871794871794876,37.878787878787875,-6.9930069930070005,11.864032419191194,11.25571070983867,-0.6083217093525235
1-30|MEDIUM|PAID|CREDIT_CARD,68.0,58.0,21.0,23.0,2659423.58,1922417.37,23025885.79,19484063.11,30.88235294117647,39.6551724137931,8.772819472616632,11.549712372650486,9.866614366555499,-1.683098006094987
1-30|MEDIUM|PAID|PERSONAL,88.0,61.0,36.0,25.0,3660371.13,2214917.8,32793662.06,18564161.26,40.909090909090914,40.98360655737705,0.07451564828613755,11.161824877328142,11.931149320343707,0.7693244430155648
1-30|MEDIUM|WRITEOFF|AUTO,87.0,64.0,42.0,32.0,3991931.83,3049704.77,29069632.51,21859818.93,48.275862068965516,50.0,1.724137931034484,13.732309235855558,13.951189530735972,0.21888029488041383
1-30|MEDIUM|WRITEOFF|BNPL,78.0,52.0,23.0,20.0,2061929.91,2355247.18,30500559.03,19769849.39,29.48717948717949,38.46153846153847,8.974358974358978,6.760302025847818,11.913328895622913,5.153026869775094
1-30|MEDIUM|WRITEOFF|CONSUMER,81.0,62.0,37.0,25.0,3544862.57,2460622.5100000002,27524585.32,20948863.28,45.67901234567901,40.32258064516129,-5.356431700517724,12.87889546304707,11.745852159669067,-1.1330433033780025
1-30|MEDIUM|WRITEOFF|CREDIT_CARD,87.0,79.0,38.0,36.0,4151057.6,4085614.12,31216276.06,30211205.33,43.67816091954023,45.56962025316456,1.8914593336243257,13.297734784320076,13.52350584947681,0.22577106515673506
1-30|MEDIUM|WRITEOFF|PERSONAL,90.0,56.0,43.0,24.0,4265194.61,2103199.72,29901179.85,17999767.5,47.77777777777778,42.857142857142854,-4.9206349206349245,14.264302048937378,11.684593814892333,-2.579708234045045
1-30|NPA|ACTIVE|AUTO,86.0,56.0,43.0,24.0,4816594.98,2934218.92,30380983.19,22715700.68,50.0,42.857142857142854,-7.142857142857146,15.853979938297053,12.917140269344312,-2.936839668952741
1-30|NPA|ACTIVE|BNPL,71.0,51.0,29.0,23.0,3309752.5,2468857.14,24306144.31,18324802.45,40.845070422535215,45.09803921568628,4.252968793151062,13.61693758494763,13.472762649072925,-0.1441749358747053
1-30|NPA|ACTIVE|CONSUMER,85.0,70.0,43.0,24.0,4804863.11,2708920.97,30116451.38,26920301.3,50.588235294117645,34.285714285714285,-16.30252100840336,15.954280434217614,10.062743874267113,-5.8915365599505005
1-30|NPA|ACTIVE|CREDIT_CARD,70.0,51.0,25.0,20.0,2919790.66,1559304.99,24954668.79,17579712.83,35.714285714285715,39.21568627450981,3.5014005602240914,11.700378332290422,8.869911613908885,-2.830466718381537
1-30|NPA|ACTIVE|PERSONAL,67.0,63.0,29.0,26.0,3121764.84,2460028.23,23582762.54,20040749.02,43.28358208955223,41.269841269841265,-2.013740819710968,13.237485789482914,12.27513117171905,-0.9623546177638644
1-30|NPA|CLOSED|AUTO,80.0,69.0,30.0,26.0,2984266.34,2459234.58,27214220.61,25684114.29,37.5,37.68115942028986,0.18115942028985899,10.965834306874902,9.574924609946518,-1.390909696928384
1-30|NPA|CLOSED|BNPL,73.0,56.0,35.0,26.0,3261680.2,2616783.32,25912814.3,20897683.13,47.94520547945205,46.42857142857143,-1.5166340508806186,12.587132228242767,12.521882467647503,-0.06524976059526466
1-30|NPA|CLOSED|CONSUMER,74.0,52.0,35.0,19.0,3623002.5500000003,2319678.96,25900013.82,19918486.42,47.2972972972973,36.53846153846153,-10.758835758835765,13.988419369885882,11.645859585348955,-2.3425597845369275
1-30|NPA|CLOSED|CREDIT_CARD,78.0,69.0,30.0,28.0,3385472.15,3470576.41,30987717.24,23102433.07,38.46153846153847,40.57971014492754,2.118171683389072,10.92520666746603,15.022558011462298,4.097351343996268
1-30|NPA|CLOSED|PERSONAL,68.0,70.0,26.0,27.0,2413174.11,2350591.05,24663755.62,24892249.52,38.23529411764706,38.57142857142858,0.3361344537815185,9.784292981086551,9.443063987091191,-0.3412289939953599
1-30|NPA|PAID|AUTO,55.0,61.0,26.0,27.0,2506658.39,2806514.14,18362301.9,21630530.0,47.27272727272727,44.26229508196721,-3.0104321907600635,13.65111195563123,12.974782125079692,-0.6763298305515377
1-30|NPA|PAID|BNPL,80.0,53.0,41.0,23.0,4680814.32,2253731.05,25932853.11,18799040.97,51.24999999999999,43.39622641509434,-7.853773584905653,18.04974678314522,11.988542679366265,-6.061204103778955
1-30|NPA|PAID|CONSUMER,50.0,59.0,27.0,22.0,2766328.02,2140344.13,17557562.28,21463431.6,54.0,37.28813559322034,-16.71186440677966,15.755763675411549,9.972049995956842,-5.783713679454706
1-30|NPA|PAID|CREDIT_CARD,62.0,62.0,26.0,30.0,2194631.0700000003,3642695.14,24196795.31,20530966.37,41.935483870967744,48.38709677419355,6.451612903225808,9.069924516380102,17.742443654881892,8.67251913850179
1-30|NPA|PAID|PERSONAL,68.0,61.0,24.0,24.0,2440163.53,1815977.95,25036964.02,21536530.73,35.294117647058826,39.34426229508197,4.050144648023142,9.7462437061089,8.432082087717012,-1.3141616183918874
1-30|NPA|WRITEOFF|AUTO,78.0,62.0,40.0,33.0,3646370.37,3149411.9099999997,27266094.22,20473721.78,51.28205128205128,53.2258064516129,1.9437551695616193,13.373277230610261,15.382703466628818,2.009426236018557
1-30|NPA|WRITEOFF|BNPL,75.0,62.0,34.0,19.0,3101141.61,1952816.44,27226910.14,21188486.25,45.33333333333333,30.64516129032258,-14.688172043010749,11.389987310546873,9.216403743802132,-2.1735835667447407
1-30|NPA|WRITEOFF|CONSUMER,81.0,65.0,35.0,28.0,3787718.58,2934224.94,27678574.73,22219448.22,43.20987654320987,43.07692307692308,-0.13295346628679283,13.684659043858217,13.205660693944992,-0.47899834991322443
1-30|NPA|WRITEOFF|CREDIT_CARD,79.0,50.0,38.0,16.0,3680387.24,1444526.22,26512792.07,16318018.51,48.10126582278481,32.0,-16.10126582278481,13.881552837901467,8.852338408090212,-5.029214429811255
1-30|NPA|WRITEOFF|PERSONAL,74.0,70.0,34.0,34.0,2559989.4,3347380.5100000002,27873489.61,25870938.84,45.94594594594595,48.57142857142857,2.6254826254826185,9.184316121945377,12.938767049398662,3.7544509274532842
31-60|HIGH|ACTIVE|AUTO,35.0,35.0,15.0,15.0,1636815.47,1405460.34,11854402.0,12757927.64,42.857142857142854,42.857142857142854,0.0,13.807659551278926,11.016368642768066,-2.7912909085108595
31-60|HIGH|ACTIVE|BNPL,37.0,38.0,17.0,11.0,2471807.51,1318625.3,12712472.22,10895204.91,45.94594594594595,28.947368421052634,-16.998577524893317,19.443956039575124,12.102804039873721,-7.3411519997014025
31-60|HIGH|ACTIVE|CONSUMER,40.0,27.0,15.0,10.0,1288372.76,902352.61,14489969.85,10817443.57,37.5,37.03703703703704,-0.4629629629629619,8.891479922575547,8.341643791907481,-0.5498361306680657
31-60|HIGH|ACTIVE|CREDIT_CARD,38.0,25.0,19.0,10.0,1852834.82,1494448.96,14479158.6,9805334.74,50.0,40.0,-10.0,12.796564159467113,15.24118247491875,2.4446183154516365
31-60|HIGH|ACTIVE|PERSONAL,42.0,26.0,20.0,3.0,2415466.79,571461.72,13527401.91,7547351.31,47.61904761904761,11.538461538461538,-36.08058608058607,17.85610279099041,7.571685701748525,-10.284417089241884
31-60|HIGH|CLOSED|AUTO,41.0,24.0,15.0,13.0,1584933.97,1213341.45,15383723.85,8724639.12,36.58536585365854,54.166666666666664,17.581300813008127,10.302667842025778,13.907067482236446,3.6043996402106675
31-60|HIGH|CLOSED|BNPL,34.0,24.0,12.0,11.0,1174555.18,953625.72,11127936.23,9562150.48,35.294117647058826,45.83333333333333,10.539215686274503,10.555013577751243,9.972921070365752,-0.5820925073854912
31-60|HIGH|CLOSED|CONSUMER,38.0,33.0,18.0,15.0,1489690.95,1738469.84,11993083.32,12882460.14,47.368421052631575,45.45454545454545,-1.913875598086122,12.42125073471098,13.494859065017065,1.0736083303060848
31-60|HIGH|CLOSED|CREDIT_CARD,39.0,27.0,19.0,8.0,1775094.01,969755.46,13589333.97,8240299.34,48.717948717948715,29.629629629629626,-19.08831908831909,13.062406251246175,11.768449421401723,-1.2939568298444524
31-60|HIGH|CLOSED|PERSONAL,30.0,27.0,10.0,17.0,587037.99,1775854.33,11060818.99,10528090.0,33.33333333333333,62.96296296296296,29.629629629629633,5.307364586028724,16.86777307184874,11.560408485820018
31-60|HIGH|PAID|AUTO,51.0,37.0,21.0,23.0,2256138.93,2691662.38,17425535.21,13134754.07,41.17647058823529,62.16216216216216,20.98569157392687,12.947314976617008,20.492674363411204,7.545359386794196
31-60|HIGH|PAID|BNPL,23.0,31.0,9.0,19.0,1280732.79,1967051.51,6284647.12,12493912.74,39.130434782608695,61.29032258064516,22.159887798036465,20.378754217150064,15.744079144256935,-4.634675072893129
31-60|HIGH|PAID|CONSUMER,41.0,29.0,13.0,15.0,1085132.82,1832518.1,14722504.74,9131322.64,31.70731707317073,51.724137931034484,20.016820857863753,7.370572053896312,20.068484843286623,12.69791278939031
31-60|HIGH|PAID|CREDIT_CARD,31.0,33.0,13.0,16.0,1578775.87,2098357.34,12030803.49,11282793.54,41.935483870967744,48.484848484848484,6.549364613880741,13.122779964881632,18.597852850545028,5.475072885663396
31-60|HIGH|PAID|PERSONAL,32.0,26.0,16.0,15.0,1914249.81,1577828.55,10805878.55,8674287.629999999,50.0,57.692307692307686,7.692307692307686,17.7148928811531,18.189719055926673,0.4748261747735718
31-60|HIGH|WRITEOFF|AUTO,44.0,36.0,20.0,14.0,2181449.71,1003613.1,13138918.87,11040724.37,45.45454545454545,38.88888888888889,-6.56565656565656,16.602962021334104,9.090101938664736,-7.512860082669368
31-60|HIGH|WRITEOFF|BNPL,40.0,35.0,17.0,12.0,1620080.85,1226910.78,13844140.129999999,12166878.16,42.5,34.285714285714285,-8.214285714285715,11.702285839257828,10.084022901072595,-1.6182629381852323
31-60|HIGH|WRITEOFF|CONSUMER,30.0,29.0,16.0,12.0,1290535.26,1365166.74,11635859.91,10087583.61,53.333333333333336,41.37931034482759,-11.954022988505749,11.09101750950867,13.533139280716208,2.442121771207537
31-60|HIGH|WRITEOFF|CREDIT_CARD,38.0,34.0,15.0,18.0,2183403.43,1493848.85,15076931.46,11836831.870000001,39.473684210526315,52.94117647058824,13.467492260061924,14.481749391729343,12.620343571712825,-1.8614058200165182
31-60|HIGH|WRITEOFF|PERSONAL,41.0,24.0,18.0,11.0,1808911.55,958080.38,14405576.97,8686580.87,43.90243902439025,45.83333333333333,1.9308943089430812,12.557022559853776,11.02943027110735,-1.5275922887464262
31-60|LOW|ACTIVE|AUTO,36.0,41.0,22.0,14.0,2314897.17,1046574.62,12266922.76,15158816.11,61.111111111111114,34.146341463414636,-26.964769647696478,18.87105034645217,6.904065676405913,-11.966984670046255
31-60|LOW|ACTIVE|BNPL,38.0,29.0,17.0,16.0,1317015.91,1912570.3199999998,14835778.89,7319195.600000001,44.73684210526316,55.172413793103445,10.435571687840287,8.877295353112396,26.13088137718303,17.253586024070636
31-60|LOW|ACTIVE|CONSUMER,43.0,22.0,16.0,9.0,1475808.29,493492.9,12642550.68,8301502.07,37.2093023255814,40.909090909090914,3.699788583509516,11.673342882735433,5.944621778550011,-5.728721104185422
31-60|LOW|ACTIVE|CREDIT_CARD,45.0,28.0,21.0,14.0,2448733.69,1477892.62,14181635.07,9002919.35,46.666666666666664,50.0,3.3333333333333357,17.26693486268082,16.415704312623884,-0.8512305500569362
31-60|LOW|ACTIVE|PERSONAL,32.0,27.0,15.0,12.0,975006.3099999999,1435105.1,11432079.61,10036601.03,46.875,44.44444444444444,-2.430555555555557,8.528687196572102,14.298716225845636,5.770029029273534
31-60|LOW|CLOSED|AUTO,46.0,25.0,21.0,10.0,1563155.05,1264913.49,17594699.47,8435487.0,45.65217391304348,40.0,-5.652173913043477,8.884238418878775,14.995144797212065,6.11090637833329
31-60|LOW|CLOSED|BNPL,47.0,52.0,16.0,28.0,1581771.4000000001,2696982.23,16518110.64,17770451.16,34.04255319148936,53.84615384615385,19.803600654664486,9.57598259554944,15.176779732361053,5.600797136811613
31-60|LOW|CLOSED|CONSUMER,41.0,21.0,23.0,13.0,2282502.2399999998,936309.24,14054128.74,7392046.5,56.09756097560976,61.904761904761905,5.807200929152145,16.240795016368974,12.666441424577076,-3.5743535917918976
31-60|LOW|CLOSED|CREDIT_CARD,35.0,30.0,15.0,15.0,1119386.0,1449547.73,13139258.74,7198758.83,42.857142857142854,50.0,7.142857142857146,8.5193999307757,20.13607851341229,11.61667858263659
31-60|LOW|CLOSED|PERSONAL,36.0,31.0,20.0,11.0,2455398.9699999997,1406331.11,12844448.31,10829074.81,55.55555555555556,35.483870967741936,-20.07168458781362,19.116422214010996,12.986622908000761,-6.129799306010234
31-60|LOW|PAID|AUTO,43.0,34.0,18.0,16.0,1876684.78,1816958.7799999998,15850696.16,12453312.25,41.86046511627907,47.05882352941176,5.198358413132688,11.83976250037462,14.59016479732129,2.7504022969466693
31-60|LOW|PAID|BNPL,34.0,37.0,18.0,16.0,1399265.99,991762.9199999999,13130698.79,11007268.89,52.94117647058824,43.24324324324324,-9.697933227344997,10.656447249141415,9.01007261575128,-1.6463746333901348
31-60|LOW|PAID|CONSUMER,32.0,38.0,14.0,17.0,1123959.0,1827801.04,11501967.73,13629061.370000001,43.75,44.73684210526316,0.9868421052631575,9.771884484325536,13.411055907513314,3.6391714231877774
31-60|LOW|PAID|CREDIT_CARD,40.0,24.0,18.0,13.0,1493374.02,1620527.29,15118305.06,8752215.8,45.0,54.166666666666664,9.166666666666664,9.8779196085358,18.515623095125235,8.637703486589436
31-60|LOW|PAID|PERSONAL,30.0,40.0,12.0,17.0,1237744.1,2106674.46,12219978.5,13453935.97,40.0,42.5,2.5,10.128856609690436,15.658424900323054,5.529568290632618
31-60|LOW|WRITEOFF|AUTO,44.0,36.0,24.0,18.0,1976394.88,1254918.3,12459701.74,14620186.68,54.54545454545454,50.0,-4.54545454545454,15.862296877100043,8.583462902814317,-7.278833974285726
31-60|LOW|WRITEOFF|BNPL,40.0,22.0,23.0,8.0,2885961.56,698145.73,13219984.19,6471616.04,57.49999999999999,36.36363636363637,-21.136363636363626,21.830295093567734,10.787811354766342,-11.042483738801392
31-60|LOW|WRITEOFF|CONSUMER,46.0,37.0,22.0,21.0,1962058.43,2270436.21,16372590.58,14074332.790000001,47.82608695652174,56.75675675675676,8.930669800235016,11.983799511830217,16.131750214213884,4.1479507023836675
31-60|LOW|WRITEOFF|CREDIT_CARD,36.0,34.0,20.0,17.0,2108023.64,1485663.13,12969732.66,11099630.04,55.55555555555556,50.0,-5.555555555555557,16.25340857257115,13.384798634243488,-2.868609938327662
31-60|LOW|WRITEOFF|PERSONAL,45.0,34.0,21.0,18.0,1974804.22,2011443.17,15900585.53,13511997.79,46.666666666666664,52.94117647058824,6.274509803921575,12.419694962013137,14.886349163619869,2.4666542016067314
31-60|MEDIUM|ACTIVE|AUTO,35.0,36.0,14.0,14.0,1538672.2,1793345.08,11520781.48,12738788.52,40.0,38.88888888888889,-1.1111111111111072,13.355623511053697,14.077830691548368,0.7222071804946708
31-60|MEDIUM|ACTIVE|BNPL,37.0,34.0,15.0,12.0,1951856.4,1071799.3599999999,13944859.11,11425375.6,40.54054054054054,35.294117647058826,-5.246422893481714,13.996960346485709,9.380867618916614,-4.616092727569095
31-60|MEDIUM|ACTIVE|CONSUMER,50.0,31.0,24.0,18.0,2369962.63,1966051.22,18317071.38,11858281.03,48.0,58.06451612903226,10.064516129032263,12.938545583153152,16.579563387190195,3.641017804037043
31-60|MEDIUM|ACTIVE|CREDIT_CARD,42.0,32.0,20.0,14.0,2069962.85,1232063.8800000001,14925951.98,10680076.54,47.61904761904761,43.75,-3.8690476190476133,13.868213248800764,11.536095976330898,-2.3321172724698656
31-60|MEDIUM|ACTIVE|PERSONAL,31.0,26.0,16.0,11.0,1833323.74,1085324.77,10379458.63,8435916.97,51.61290322580645,42.30769230769231,-9.305210918114142,17.662999635656334,12.865522193493092,-4.797477442163242
31-60|MEDIUM|CLOSED|AUTO,36.0,35.0,17.0,16.0,1791134.06,1793792.02,11841602.5,14054760.6,47.22222222222222,45.714285714285715,-1.5079365079365061,15.125774235370592,12.762878508225889,-2.3628957271447035
31-60|MEDIUM|CLOSED|BNPL,33.0,36.0,14.0,17.0,1331569.5699999998,1477874.35,10510467.5,14203811.22,42.42424242424242,47.22222222222222,4.797979797979799,12.668985180725784,10.404773247894518,-2.264211932831266
31-60|MEDIUM|CLOSED|CONSUMER,35.0,28.0,17.0,13.0,1950013.53,1590950.19,14464218.46,10170257.13,48.57142857142857,46.42857142857143,-2.142857142857139,13.481637707510123,15.643165847862884,2.161528140352761
31-60|MEDIUM|CLOSED|CREDIT_CARD,46.0,37.0,26.0,18.0,2717378.88,1236708.92,14603205.78,13299620.26,56.52173913043478,48.64864864864865,-7.873090481786129,18.608098255532493,9.298828807312127,-9.309269448220366
31-60|MEDIUM|CLOSED|PERSONAL,35.0,31.0,15.0,11.0,1210095.64,1147324.78,11443946.81,10973155.42,42.857142857142854,35.483870967741936,-7.373271889400918,10.574111013366375,10.45574163570901,-0.11836937765736444
31-60|MEDIUM|PAID|AUTO,38.0,40.0,20.0,16.0,1466498.53,1670652.6,11552641.2,14089004.74,52.63157894736842,40.0,-12.631578947368418,12.694054152742146,11.857846816225857,-0.8362073365162885
31-60|MEDIUM|PAID|BNPL,27.0,27.0,7.0,16.0,533482.9,1652830.5899999999,9115488.32,7936651.68,25.925925925925924,59.25925925925925,33.33333333333333,5.852488438052214,20.825288253043254,14.97279981499104
31-60|MEDIUM|PAID|CONSUMER,40.0,22.0,16.0,15.0,1534642.8,1942452.8900000001,15929935.15,8808238.1,40.0,68.18181818181817,28.181818181818173,9.63370400161359,22.052683725704465,12.418979724090875
31-60|MEDIUM|PAID|CREDIT_CARD,34.0,27.0,13.0,9.0,1478587.75,816613.6699999999,12428512.66,10516292.64,38.23529411764706,33.33333333333333,-4.901960784313729,11.896739299777161,7.765223904990151,-4.1315153947870105
31-60|MEDIUM|PAID|PERSONAL,36.0,22.0,18.0,10.0,1942601.0699999998,1433775.46,10882317.49,8976752.84,50.0,45.45454545454545,-4.545454545454547,17.850986904077175,15.972094648870828,-1.8788922552063472
31-60|MEDIUM|WRITEOFF|AUTO,38.0,31.0,15.0,13.0,986987.53,1238881.83,15360240.41,10158256.79,39.473684210526315,41.935483870967744,2.4617996604414287,6.425599493595426,12.19581130514028,5.770211811544854
31-60|MEDIUM|WRITEOFF|BNPL,37.0,43.0,14.0,26.0,1121010.18,2235888.13,11250446.25,14157757.17,37.83783783783784,60.46511627906976,22.627278441231923,9.964139689125664,15.792671841679848,5.8285321525541836
31-60|MEDIUM|WRITEOFF|CONSUMER,32.0,39.0,14.0,17.0,1283951.75,1662367.19,8651340.6,13503961.95,43.75,43.58974358974359,-0.1602564102564088,14.841072723457449,12.310218261537683,-2.530854461919766
31-60|MEDIUM|WRITEOFF|CREDIT_CARD,35.0,24.0,16.0,12.0,1269115.71,1599996.1199999999,12893381.620000001,9009622.06,45.714285714285715,50.0,4.285714285714285,9.843156337134772,17.758748472963134,7.915592135828362
31-60|MEDIUM|WRITEOFF|PERSONAL,34.0,27.0,14.0,13.0,1409268.57,1401132.6,11001303.89,8666087.65,41.17647058823529,48.148148148148145,6.971677559912855,12.810014013711605,16.16799479289827,3.357980779186665
31-60|NPA|ACTIVE|AUTO,35.0,27.0,18.0,12.0,1728113.48,788184.08,12593825.01,9606381.39,51.42857142857142,44.44444444444444,-6.984126984126981,13.721911163826785,8.204796874091212,-5.517114289735574
31-60|NPA|ACTIVE|BNPL,38.0,20.0,20.0,12.0,2098822.46,1568336.98,11580366.56,6737380.63,52.63157894736842,60.0,7.368421052631582,18.123972580018226,23.27814125591417,5.154168675895946
31-60|NPA|ACTIVE|CONSUMER,44.0,27.0,16.0,14.0,1773856.07,1402600.98,15265017.15,9022273.79,36.36363636363637,51.85185185185185,15.48821548821548,11.620400112030008,15.545981120131803,3.925581008101794
31-60|NPA|ACTIVE|CREDIT_CARD,41.0,29.0,23.0,12.0,2182497.7600000002,1181119.67,11952459.92,9156546.06,56.09756097560976,41.37931034482759,-14.718250630782173,18.259820778382498,12.899183406717881,-5.360637371664616
31-60|NPA|ACTIVE|PERSONAL,38.0,39.0,18.0,14.0,1946746.45,1341097.5899999999,13461737.06,15911399.64,47.368421052631575,35.8974358974359,-11.470985155195677,14.461331708702977,8.428533129345746,-6.03279857935723
31-60|NPA|CLOSED|AUTO,42.0,31.0,17.0,17.0,1898189.64,1685243.86,15322184.120000001,11403711.51,40.476190476190474,54.83870967741935,14.362519201228878,12.388505614694308,14.778029578547274,2.389523963852966
31-60|NPA|CLOSED|BNPL,31.0,31.0,7.0,14.0,557263.62,667062.24,8467915.0,8156997.5,22.58064516129032,45.16129032258064,22.58064516129032,6.580883487847953,8.177791399347615,1.5969079114996623
31-60|NPA|CLOSED|CONSUMER,37.0,36.0,18.0,14.0,1744917.96,1159932.48,13520664.31,13725583.4,48.64864864864865,38.88888888888889,-9.75975975975976,12.905563809534442,8.450879253700794,-4.454684555833648
31-60|NPA|CLOSED|CREDIT_CARD,35.0,34.0,18.0,21.0,1931571.04,1904665.93,13195692.290000001,10499146.49,51.42857142857142,61.76470588235294,10.336134453781519,14.63789089310448,18.14115015743532,3.50325926433084
31-60|NPA|CLOSED|PERSONAL,41.0,29.0,18.0,19.0,1907962.66,1719247.56,14274146.45,10386112.790000001,43.90243902439025,65.51724137931035,21.6148023549201,13.366562173670285,16.55333034371948,3.186768170049195
31-60|NPA|PAID|AUTO,37.0,22.0,13.0,15.0,1523045.4300000002,1284972.1300000001,12233275.06,7519662.55,35.13513513513514,68.18181818181817,33.046683046683036,12.450021948578668,17.088162154297738,4.63814020571907
31-60|NPA|PAID|BNPL,33.0,27.0,9.0,16.0,773013.7200000001,1307436.02,10961929.28,7317533.5,27.27272727272727,59.25925925925925,31.986531986531983,7.051803567191049,17.867168220002,10.81536465281095
31-60|NPA|PAID|CONSUMER,37.0,34.0,19.0,23.0,2075864.4000000001,2521755.28,12283035.94,9008117.19,51.35135135135135,67.64705882352942,16.295707472178073,16.900255035808357,27.99425481275294,11.093999776944582
31-60|NPA|PAID|CREDIT_CARD,51.0,33.0,25.0,13.0,2427155.58,1113489.27,18826202.43,13395836.61,49.01960784313725,39.39393939393939,-9.62566844919786,12.892433240451458,8.312204025904434,-4.580229214547025
31-60|NPA|PAID|PERSONAL,35.0,31.0,15.0,14.0,1556914.6199999999,1291832.1400000001,14192429.52,11402758.84,42.857142857142854,45.16129032258064,2.3041474654377865,10.970035946319076,11.329119190597565,0.35908324427848903
31-60|NPA|WRITEOFF|AUTO,32.0,35.0,11.0,17.0,987286.93,1652600.44,11721046.71,11511348.12,34.375,48.57142857142857,14.19642857142857,8.423197641194282,14.356271939415555,5.933074298221273
31-60|NPA|WRITEOFF|BNPL,31.0,30.0,20.0,16.0,2125794.43,1707263.51,10947843.45,9147796.24,64.51612903225806,53.333333333333336,-11.182795698924728,19.417471940558308,18.663112570596567,-0.7543593699617404
31-60|NPA|WRITEOFF|CONSUMER,36.0,35.0,9.0,16.0,989107.6699999999,1635565.31,13716906.96,12994692.91,25.0,45.714285714285715,20.714285714285715,7.210865196391183,12.58640986230124,5.3755446659100565
31-60|NPA|WRITEOFF|CREDIT_CARD,47.0,42.0,19.0,24.0,2188785.6,2554440.4,15616585.54,12892267.86,40.42553191489361,57.14285714285714,16.717325227963528,14.015775691771355,19.81373973717608,5.797964045404724
31-60|NPA|WRITEOFF|PERSONAL,44.0,22.0,19.0,8.0,1747426.71,475509.07,14823374.61,6400344.58,43.18181818181818,36.36363636363637,-6.818181818181813,11.788319164660171,7.429429213637745,-4.358889951022427
61-90|HIGH|ACTIVE|AUTO,45.0,29.0,21.0,19.0,2058325.09,1639450.78,15893255.82,9545551.95,46.666666666666664,65.51724137931035,18.850574712643684,12.950934115147215,17.17502338877324,4.224089273626026
61-90|HIGH|ACTIVE|BNPL,45.0,21.0,13.0,11.0,1396429.35,924297.41,14860168.48,7433713.77,28.888888888888886,52.38095238095239,23.4920634920635,9.397129998084653,12.433857942313537,3.0367279442288844
61-90|HIGH|ACTIVE|CONSUMER,38.0,31.0,19.0,14.0,1425412.7,1534054.33,13404578.4,11339076.71,50.0,45.16129032258064,-4.838709677419359,10.633774949609753,13.528917470388999,2.8951425207792454
61-90|HIGH|ACTIVE|CREDIT_CARD,32.0,35.0,10.0,10.0,1023035.5900000001,1122933.05,9364793.36,13343517.47,31.25,28.57142857142857,-2.6785714285714306,10.924272972959653,8.41556997639244,-2.5087029965672123
61-90|HIGH|ACTIVE|PERSONAL,42.0,20.0,10.0,7.0,969948.31,917031.0800000001,14518106.84,7398009.41,23.809523809523807,35.0,11.190476190476193,6.68095586214876,12.395646303996795,5.714690441848035
61-90|HIGH|CLOSED|AUTO,51.0,29.0,21.0,14.0,2275244.96,1522453.31,16329108.120000001,11391261.12,41.17647058823529,48.275862068965516,7.099391480730226,13.933675637882908,13.365098859220955,-0.5685767786619529
61-90|HIGH|CLOSED|BNPL,39.0,25.0,20.0,8.0,1544651.72,669837.75,14980779.25,10186159.29,51.28205128205128,32.0,-19.282051282051277,10.310890336362176,6.575959897442366,-3.73493043891981
61-90|HIGH|CLOSED|CONSUMER,26.0,35.0,5.0,21.0,395491.77,2247245.64,8242124.649999999,12348086.81,19.230769230769234,60.0,40.76923076923077,4.798420150076231,18.199140276371285,13.400720126295054
61-90|HIGH|CLOSED|CREDIT_CARD,44.0,26.0,23.0,17.0,2647373.05,1758432.39,17809608.580000002,10110801.59,52.27272727272727,65.38461538461539,13.111888111888113,14.864858136034337,17.39162196337788,2.526763827343542
61-90|HIGH|CLOSED|PERSONAL,38.0,33.0,17.0,18.0,1424326.76,1629580.4000000001,13445887.17,9217414.370000001,44.73684210526316,54.54545454545454,9.808612440191382,10.593029243752014,17.679365759055052,7.086336515303039
