disposition_version,disposition_code,attempt_status,row_count
v1,PTP_BROKEN,"BUSY, CONNECTED, FAILED, RINGING",3
v1,PTP_BROKEN,"BUSY, CONNECTED, NO_ANSWER",15
v1,PTP_BROKEN,"BUSY, CONNECTED, NO_ANSWER, RINGING",1
v1,PTP_BROKEN,"BUSY, CONNECTED, RINGING",12
v1,PTP_BROKEN,"BUSY, FAILED",36
v1,PTP_BROKEN,"BUSY, FAILED, NO_ANSWER",9
v1,PTP_BROKEN,"BUSY, FAILED, NO_ANSWER, RINGING",4
v1,PTP_BROKEN,"BUSY, FAILED, RINGING",10
v1,PTP_BROKEN,"BUSY, NO_ANSWER",30
v1,PTP_BROKEN,"BUSY, NO_ANSWER, RINGING",10
v1,PTP_BROKEN,"BUSY, RINGING",34
v1,PTP_BROKEN,CONNECTED,86
v1,PTP_BROKEN,"CONNECTED, FAILED",32
v1,PTP_BROKEN,"CONNECTED, FAILED, NO_ANSWER",5
v1,PTP_BROKEN,"CONNECTED, FAILED, NO_ANSWER, RINGING",2
v1,PTP_BROKEN,"CONNECTED, FAILED, RINGING",11
v1,PTP_BROKEN,"CONNECTED, NO_ANSWER",27
v1,PTP_BROKEN,"CONNECTED, NO_ANSWER, RINGING",4
v1,PTP_BROKEN,"CONNECTED, RINGING",39
v1,PTP_BROKEN,FAILED,88
v1,PTP_BROKEN,"FAILED, NO_ANSWER",36
v1,PTP_BROKEN,"FAILED, NO_ANSWER, RINGING",17
v1,PTP_BROKEN,"FAILED, RINGING",30
v1,PTP_BROKEN,NO_ANSWER,106
v1,PTP_BROKEN,"NO_ANSWER, RINGING",32
v1,PTP_BROKEN,RINGING,105
v1,PTP_BROKEN,,364
v1,REFUSED,BUSY,104
v1,REFUSED,"BUSY, CONNECTED",26
v1,REFUSED,"BUSY, CONNECTED, FAILED",10
v1,REFUSED,"BUSY, CONNECTED, FAILED, NO_ANSWER",2
v1,REFUSED,"BUSY, CONNECTED, FAILED, NO_ANSWER, RINGING",1
v1,REFUSED,"BUSY, CONNECTED, FAILED, RINGING",7
v1,REFUSED,"BUSY, CONNECTED, NO_ANSWER",10
v1,REFUSED,"BUSY, CONNECTED, NO_ANSWER, RINGING",6
v1,REFUSED,"BUSY, CONNECTED, RINGING",13
v1,REFUSED,"BUSY, FAILED",30
v1,REFUSED,"BUSY, FAILED, NO_ANSWER",17
v1,REFUSED,"BUSY, FAILED, NO_ANSWER, RINGING",2
v1,REFUSED,"BUSY, FAILED, RINGING",7
v1,REFUSED,"BUSY, NO_ANSWER",34
v1,REFUSED,"BUSY, NO_ANSWER, RINGING",7
v1,REFUSED,"BUSY, RINGING",40
v1,REFUSED,CONNECTED,96
v1,REFUSED,"CONNECTED, FAILED",36
v1,REFUSED,"CONNECTED, FAILED, NO_ANSWER",7
v1,REFUSED,"CONNECTED, FAILED, NO_ANSWER, RINGING",7
v1,REFUSED,"CONNECTED, FAILED, RINGING",6
v1,REFUSED,"CONNECTED, NO_ANSWER",22
v1,REFUSED,"CONNECTED, NO_ANSWER, RINGING",9
v1,REFUSED,"CONNECTED, RINGING",24
v1,REFUSED,FAILED,103
v1,REFUSED,"FAILED, NO_ANSWER",31
v1,REFUSED,"FAILED, NO_ANSWER, RINGING",8
v1,REFUSED,"FAILED, RINGING",40
v1,REFUSED,NO_ANSWER,94
v1,REFUSED,"NO_ANSWER, RINGING",33
v1,REFUSED,RINGING,119
v1,REFUSED,,350
v1,WRONG_NUMBER,BUSY,126
v1,WRONG_NUMBER,"BUSY, CONNECTED",27
v1,WRONG_NUMBER,"BUSY, CONNECTED, FAILED",11
v1,WRONG_NUMBER,"BUSY, CONNECTED, FAILED, NO_ANSWER",1
v1,WRONG_NUMBER,"BUSY, CONNECTED, FAILED, NO_ANSWER, RINGING",3
v1,WRONG_NUMBER,"BUSY, CONNECTED, FAILED, RINGING",2
v1,WRONG_NUMBER,"BUSY, CONNECTED, NO_ANSWER",9
v1,WRONG_NUMBER,"BUSY, CONNECTED, NO_ANSWER, RINGING",3
v1,WRONG_NUMBER,"BUSY, CONNECTED, RINGING",13
v1,WRONG_NUMBER,"BUSY, FAILED",25
v1,WRONG_NUMBER,"BUSY, FAILED, NO_ANSWER",8
v1,WRONG_NUMBER,"BUSY, FAILED, NO_ANSWER, RINGING",4
v1,WRONG_NUMBER,"BUSY, FAILED, RINGING",12
v1,WRONG_NUMBER,"BUSY, NO_ANSWER",22
v1,WRONG_NUMBER,"BUSY, NO_ANSWER, RINGING",11
v1,WRONG_NUMBER,"BUSY, RINGING",31
v1,WRONG_NUMBER,CONNECTED,105
v1,WRONG_NUMBER,"CONNECTED, FAILED",34
v1,WRONG_NUMBER,"CONNECTED, FAILED, NO_ANSWER",16
v1,WRONG_NUMBER,"CONNECTED, FAILED, NO_ANSWER, RINGING",2
v1,WRONG_NUMBER,"CONNECTED, FAILED, RINGING",7
v1,WRONG_NUMBER,"CONNECTED, NO_ANSWER",23
v1,WRONG_NUMBER,"CONNECTED, NO_ANSWER, RINGING",8
v1,WRONG_NUMBER,"CONNECTED, RINGING",25
v1,WRONG_NUMBER,FAILED,89
v1,WRONG_NUMBER,"FAILED, NO_ANSWER",38
v1,WRONG_NUMBER,"FAILED, NO_ANSWER, RINGING",11
v1,WRONG_NUMBER,"FAILED, RINGING",36
v1,WRONG_NUMBER,NO_ANSWER,98
v1,WRONG_NUMBER,"NO_ANSWER, RINGING",33
v1,WRONG_NUMBER,RINGING,86
v1,WRONG_NUMBER,,367
v2,CALLBACK,BUSY,94
v2,CALLBACK,"BUSY, CONNECTED",32
v2,CALLBACK,"BUSY, CONNECTED, FAILED",11
v2,CALLBACK,"BUSY, CONNECTED, FAILED, NO_ANSWER",4
v2,CALLBACK,"BUSY, CONNECTED, FAILED, RINGING",3
v2,CALLBACK,"BUSY, CONNECTED, NO_ANSWER",11
v2,CALLBACK,"BUSY, CONNECTED, NO_ANSWER, RINGING",2
v2,CALLBACK,"BUSY, CONNECTED, RINGING",8
v2,CALLBACK,"BUSY, FAILED",39
v2,CALLBACK,"BUSY, FAILED, NO_ANSWER",7
v2,CALLBACK,"BUSY, FAILED, NO_ANSWER, RINGING",3
v2,CALLBACK,"BUSY, FAILED, RINGING",8
v2,CALLBACK,"BUSY, NO_ANSWER",24
v2,CALLBACK,"BUSY, NO_ANSWER, RINGING",13
v2,CALLBACK,"BUSY, RINGING",32
v2,CALLBACK,CONNECTED,100
v2,CALLBACK,"CONNECTED, FAILED",37
v2,CALLBACK,"CONNECTED, FAILED, NO_ANSWER",16
v2,CALLBACK,"CONNECTED, FAILED, NO_ANSWER, RINGING",3
v2,CALLBACK,"CONNECTED, FAILED, RINGING",8
v2,CALLBACK,"CONNECTED, NO_ANSWER",38
v2,CALLBACK,"CONNECTED, NO_ANSWER, RINGING",9
v2,CALLBACK,"CONNECTED, RINGING",33
v2,CALLBACK,FAILED,101
v2,CALLBACK,"FAILED, NO_ANSWER",26
v2,CALLBACK,"FAILED, NO_ANSWER, RINGING",14
v2,CALLBACK,"FAILED, RINGING",30
v2,CALLBACK,NO_ANSWER,101
v2,CALLBACK,"NO_ANSWER, RINGING",26
v2,CALLBACK,RINGING,90
v2,CALLBACK,,347
v2,DISPUTE,BUSY,103
v2,DISPUTE,"BUSY, CONNECTED",27
v2,DISPUTE,"BUSY, CONNECTED, FAILED",6
v2,DISPUTE,"BUSY, CONNECTED, FAILED, NO_ANSWER",5
v2,DISPUTE,"BUSY, CONNECTED, FAILED, RINGING",5
v2,DISPUTE,"BUSY, CONNECTED, NO_ANSWER",11
v2,DISPUTE,"BUSY, CONNECTED, NO_ANSWER, RINGING",1
v2,DISPUTE,"BUSY, CONNECTED, RINGING",7
v2,DISPUTE,"BUSY, FAILED",27
v2,DISPUTE,"BUSY, FAILED, NO_ANSWER",10
v2,DISPUTE,"BUSY, FAILED, NO_ANSWER, RINGING",3
v2,DISPUTE,"BUSY, FAILED, RINGING",12
v2,DISPUTE,"BUSY, NO_ANSWER",33
v2,DISPUTE,"BUSY, NO_ANSWER, RINGING",11
v2,DISPUTE,"BUSY, RINGING",35
v2,DISPUTE,CONNECTED,113
v2,DISPUTE,"CONNECTED, FAILED",29
v2,DISPUTE,"CONNECTED, FAILED, NO_ANSWER",13
v2,DISPUTE,"CONNECTED, FAILED, RINGING",9
v2,DISPUTE,"CONNECTED, NO_ANSWER",32
v2,DISPUTE,"CONNECTED, NO_ANSWER, RINGING",7
v2,DISPUTE,"CONNECTED, RINGING",34
v2,DISPUTE,FAILED,101
v2,DISPUTE,"FAILED, NO_ANSWER",38
v2,DISPUTE,"FAILED, NO_ANSWER, RINGING",10
v2,DISPUTE,"FAILED, RINGING",34
v2,DISPUTE,NO_ANSWER,108
v2,DISPUTE,"NO_ANSWER, RINGING",26
v2,DISPUTE,RINGING,105
v2,DISPUTE,,319
v2,NO_CONTACT,BUSY,94
v2,NO_CONTACT,"BUSY, CONNECTED",33
v2,NO_CONTACT,"BUSY, CONNECTED, FAILED",6
v2,NO_CONTACT,"BUSY, CONNECTED, FAILED, NO_ANSWER",2
v2,NO_CONTACT,"BUSY, CONNECTED, FAILED, RINGING",2
v2,NO_CONTACT,"BUSY, CONNECTED, NO_ANSWER",14
v2,NO_CONTACT,"BUSY, CONNECTED, NO_ANSWER, RINGING",4
v2,NO_CONTACT,"BUSY, CONNECTED, RINGING",9
v2,NO_CONTACT,"BUSY, FAILED",39
v2,NO_CONTACT,"BUSY, FAILED, NO_ANSWER",12
v2,NO_CONTACT,"BUSY, FAILED, NO_ANSWER, RINGING",2
v2,NO_CONTACT,"BUSY, FAILED, RINGING",11
v2,NO_CONTACT,"BUSY, NO_ANSWER",31
v2,NO_CONTACT,"BUSY, NO_ANSWER, RINGING",14
v2,NO_CONTACT,"BUSY, RINGING",34
v2,NO_CONTACT,CONNECTED,103
v2,NO_CONTACT,"CONNECTED, FAILED",31
v2,NO_CONTACT,"CONNECTED, FAILED, NO_ANSWER",19
v2,NO_CONTACT,"CONNECTED, FAILED, NO_ANSWER, RINGING",2
v2,NO_CONTACT,"CONNECTED, FAILED, RINGING",11
v2,NO_CONTACT,"CONNECTED, NO_ANSWER",40
v2,NO_CONTACT,"CONNECTED, NO_ANSWER, RINGING",6
v2,NO_CONTACT,"CONNECTED, RINGING",32
v2,NO_CONTACT,FAILED,105
v2,NO_CONTACT,"FAILED, NO_ANSWER",32
v2,NO_CONTACT,"FAILED, NO_ANSWER, RINGING",12
v2,NO_CONTACT,"FAILED, RINGING",41
v2,NO_CONTACT,NO_ANSWER,104
v2,NO_CONTACT,"NO_ANSWER, RINGING",31
v2,NO_CONTACT,RINGING,95
v2,NO_CONTACT,,334
v2,PAID,BUSY,122
v2,PAID,"BUSY, CONNECTED",34
v2,PAID,"BUSY, CONNECTED, FAILED",8
v2,PAID,"BUSY, CONNECTED, FAILED, NO_ANSWER",8
v2,PAID,"BUSY, CONNECTED, FAILED, NO_ANSWER, RINGING",1
v2,PAID,"BUSY, CONNECTED, FAILED, RINGING",6
v2,PAID,"BUSY, CONNECTED, NO_ANSWER",9
v2,PAID,"BUSY, CONNECTED, NO_ANSWER, RINGING",5
v2,PAID,"BUSY, CONNECTED, RINGING",9
v2,PAID,"BUSY, FAILED",26
v2,PAID,"BUSY, FAILED, NO_ANSWER",8
v2,PAID,"BUSY, FAILED, NO_ANSWER, RINGING",1
v2,PAID,"BUSY, FAILED, RINGING",15
v2,PAID,"BUSY, NO_ANSWER",34
v2,PAID,"BUSY, NO_ANSWER, RINGING",4
v2,PAID,"BUSY, RINGING",37
v2,PAID,CONNECTED,94
v2,PAID,"CONNECTED, FAILED",37
v2,PAID,"CONNECTED, FAILED, NO_ANSWER",6
v2,PAID,"CONNECTED, FAILED, NO_ANSWER, RINGING",4
v2,PAID,"CONNECTED, FAILED, RINGING",11
v2,PAID,"CONNECTED, NO_ANSWER",36
v2,PAID,"CONNECTED, NO_ANSWER, RINGING",11
v2,PAID,"CONNECTED, RINGING",46
v2,PAID,FAILED,83
v2,PAID,"FAILED, NO_ANSWER",29
v2,PAID,"FAILED, NO_ANSWER, RINGING",14
v2,PAID,"FAILED, RINGING",40
v2,PAID,NO_ANSWER,101
v2,PAID,"NO_ANSWER, RINGING",32
v2,PAID,RINGING,103
v2,PAID,,345
v2,PROMISE_TO_PAY,BUSY,119
v2,PROMISE_TO_PAY,"BUSY, CONNECTED",40
v2,PROMISE_TO_PAY,"BUSY, CONNECTED, FAILED",8
v2,PROMISE_TO_PAY,"BUSY, CONNECTED, FAILED, NO_ANSWER",4
v2,PROMISE_TO_PAY,"BUSY, CONNECTED, FAILED, NO_ANSWER, RINGING",1
v2,PROMISE_TO_PAY,"BUSY, CONNECTED, FAILED, RINGING",2
v2,PROMISE_TO_PAY,"BUSY, CONNECTED, NO_ANSWER",12
v2,PROMISE_TO_PAY,"BUSY, CONNECTED, NO_ANSWER, RINGING",8
v2,PROMISE_TO_PAY,"BUSY, CONNECTED, RINGING",8
v2,PROMISE_TO_PAY,"BUSY, FAILED",26
v2,PROMISE_TO_PAY,"BUSY, FAILED, NO_ANSWER",8
v2,PROMISE_TO_PAY,"BUSY, FAILED, NO_ANSWER, RINGING",2
v2,PROMISE_TO_PAY,"BUSY, FAILED, RINGING",6
v2,PROMISE_TO_PAY,"BUSY, NO_ANSWER",26
v2,PROMISE_TO_PAY,"BUSY, NO_ANSWER, RINGING",9
v2,PROMISE_TO_PAY,"BUSY, RINGING",32
v2,PROMISE_TO_PAY,CONNECTED,98
v2,PROMISE_TO_PAY,"CONNECTED, FAILED",47
v2,PROMISE_TO_PAY,"CONNECTED, FAILED, NO_ANSWER",9
v2,PROMISE_TO_PAY,"CONNECTED, FAILED, NO_ANSWER, RINGING",3
v2,PROMISE_TO_PAY,"CONNECTED, FAILED, RINGING",12
v2,PROMISE_TO_PAY,"CONNECTED, NO_ANSWER",20
v2,PROMISE_TO_PAY,"CONNECTED, NO_ANSWER, RINGING",14
v2,PROMISE_TO_PAY,"CONNECTED, RINGING",33
v2,PROMISE_TO_PAY,FAILED,96
v2,PROMISE_TO_PAY,"FAILED, NO_ANSWER",28
v2,PROMISE_TO_PAY,"FAILED, NO_ANSWER, RINGING",15
v2,PROMISE_TO_PAY,"FAILED, RINGING",34
v2,PROMISE_TO_PAY,NO_ANSWER,101
v2,PROMISE_TO_PAY,"NO_ANSWER, RINGING",51
v2,PROMISE_TO_PAY,RINGING,98
v2,PROMISE_TO_PAY,,315
v2,PTP,BUSY,112
v2,PTP,"BUSY, CONNECTED",34
v2,PTP,"BUSY, CONNECTED, FAILED",7
v2,PTP,"BUSY, CONNECTED, FAILED, NO_ANSWER",3
v2,PTP,"BUSY, CONNECTED, FAILED, NO_ANSWER, RINGING",1
v2,PTP,"BUSY, CONNECTED, FAILED, RINGING",2
v2,PTP,"BUSY, CONNECTED, NO_ANSWER",12
v2,PTP,"BUSY, CONNECTED, NO_ANSWER, RINGING",4
v2,PTP,"BUSY, CONNECTED, RINGING",10
v2,PTP,"BUSY, FAILED",30
v2,PTP,"BUSY, FAILED, NO_ANSWER",14
v2,PTP,"BUSY, FAILED, NO_ANSWER, RINGING",3
v2,PTP,"BUSY, FAILED, RINGING",9
v2,PTP,"BUSY, NO_ANSWER",39
v2,PTP,"BUSY, NO_ANSWER, RINGING",12
v2,PTP,"BUSY, RINGING",43
v2,PTP,CONNECTED,97
v2,PTP,"CONNECTED, FAILED",32
v2,PTP,"CONNECTED, FAILED, NO_ANSWER",9
v2,PTP,"CONNECTED, FAILED, NO_ANSWER, RINGING",1
v2,PTP,"CONNECTED, FAILED, RINGING",15
v2,PTP,"CONNECTED, NO_ANSWER",34
v2,PTP,"CONNECTED, NO_ANSWER, RINGING",11
v2,PTP,"CONNECTED, RINGING",24
v2,PTP,FAILED,104
v2,PTP,"FAILED, NO_ANSWER",33
v2,PTP,"FAILED, NO_ANSWER, RINGING",8
v2,PTP,"FAILED, RINGING",45
v2,PTP,NO_ANSWER,109
v2,PTP,"NO_ANSWER, RINGING",29
v2,PTP,RINGING,110
v2,PTP,,327
v2,PTP_BROKEN,BUSY,112
v2,PTP_BROKEN,"BUSY, CONNECTED",37
v2,PTP_BROKEN,"BUSY, CONNECTED, FAILED",13
v2,PTP_BROKEN,"BUSY, CONNECTED, FAILED, NO_ANSWER",4
v2,PTP_BROKEN,"BUSY, CONNECTED, FAILED, NO_ANSWER, RINGING",1
v2,PTP_BROKEN,"BUSY, CONNECTED, FAILED, RINGING",2
v2,PTP_BROKEN,"BUSY, CONNECTED, NO_ANSWER",14
v2,PTP_BROKEN,"BUSY, CONNECTED, NO_ANSWER, RINGING",2
v2,PTP_BROKEN,"BUSY, CONNECTED, RINGING",5
v2,PTP_BROKEN,"BUSY, FAILED",27
v2,PTP_BROKEN,"BUSY, FAILED, NO_ANSWER",9
v2,PTP_BROKEN,"BUSY, FAILED, NO_ANSWER, RINGING",7
v2,PTP_BROKEN,"BUSY, FAILED, RINGING",12
v2,PTP_BROKEN,"BUSY, NO_ANSWER",40
v2,PTP_BROKEN,"BUSY, NO_ANSWER, RINGING",10
v2,PTP_BROKEN,"BUSY, RINGING",37
v2,PTP_BROKEN,CONNECTED,98
v2,PTP_BROKEN,"CONNECTED, FAILED",30
v2,PTP_BROKEN,"CONNECTED, FAILED, NO_ANSWER",10
v2,PTP_BROKEN,"CONNECTED, FAILED, RINGING",14
v2,PTP_BROKEN,"CONNECTED, NO_ANSWER",22
v2,PTP_BROKEN,"CONNECTED, NO_ANSWER, RINGING",6
v2,PTP_BROKEN,"CONNECTED, RINGING",28
v2,PTP_BROKEN,FAILED,97
v2,PTP_BROKEN,"FAILED, NO_ANSWER",29
v2,PTP_BROKEN,"FAILED, NO_ANSWER, RINGING",11
v2,PTP_BROKEN,"FAILED, RINGING",33
v2,PTP_BROKEN,NO_ANSWER,109
v2,PTP_BROKEN,"NO_ANSWER, RINGING",24
v2,PTP_BROKEN,RINGING,108
v2,PTP_BROKEN,,362
v2,REFUSED,BUSY,93
v2,REFUSED,"BUSY, CONNECTED",34
v2,REFUSED,"BUSY, CONNECTED, FAILED",5
v2,REFUSED,"BUSY, CONNECTED, FAILED, NO_ANSWER",2
v2,REFUSED,"BUSY, CONNECTED, FAILED, NO_ANSWER, RINGING",1
v2,REFUSED,"BUSY, CONNECTED, FAILED, RINGING",2
v2,REFUSED,"BUSY, CONNECTED, NO_ANSWER",6
v2,REFUSED,"BUSY, CONNECTED, NO_ANSWER, RINGING",2
v2,REFUSED,"BUSY, CONNECTED, RINGING",11
v2,REFUSED,"BUSY, FAILED",19
v2,REFUSED,"BUSY, FAILED, NO_ANSWER",4
v2,REFUSED,"BUSY, FAILED, RINGING",8
v2,REFUSED,"BUSY, NO_ANSWER",27
v2,REFUSED,"BUSY, NO_ANSWER, RINGING",13
v2,REFUSED,"BUSY, RINGING",33
v2,REFUSED,CONNECTED,97
v2,REFUSED,"CONNECTED, FAILED",32
v2,REFUSED,"CONNECTED, FAILED, NO_ANSWER",7
v2,REFUSED,"CONNECTED, FAILED, NO_ANSWER, RINGING",8
v2,REFUSED,"CONNECTED, FAILED, RINGING",11
v2,REFUSED,"CONNECTED, NO_ANSWER",32
v2,REFUSED,"CONNECTED, NO_ANSWER, RINGING",10
v2,REFUSED,"CONNECTED, RINGING",36
v2,REFUSED,FAILED,113
v2,REFUSED,"FAILED, NO_ANSWER",46
v2,REFUSED,"FAILED, NO_ANSWER, RINGING",8
v2,REFUSED,"FAILED, RINGING",30
v2,REFUSED,NO_ANSWER,113
v2,REFUSED,"NO_ANSWER, RINGING",32
v2,REFUSED,RINGING,108
v2,REFUSED,,318
v2,WRONG_NUMBER,BUSY,101
v2,WRONG_NUMBER,"BUSY, CONNECTED",36
v2,WRONG_NUMBER,"BUSY, CONNECTED, FAILED",12
v2,WRONG_NUMBER,"BUSY, CONNECTED, FAILED, NO_ANSWER",4
v2,WRONG_NUMBER,"BUSY, CONNECTED, FAILED, RINGING",3
v2,WRONG_NUMBER,"BUSY, CONNECTED, NO_ANSWER",11
v2,WRONG_NUMBER,"BUSY, CONNECTED, NO_ANSWER, RINGING",1
v2,WRONG_NUMBER,"BUSY, CONNECTED, RINGING",14
v2,WRONG_NUMBER,"BUSY, FAILED",45
v2,WRONG_NUMBER,"BUSY, FAILED, NO_ANSWER",7
v2,WRONG_NUMBER,"BUSY, FAILED, NO_ANSWER, RINGING",2
v2,WRONG_NUMBER,"BUSY, FAILED, RINGING",9
v2,WRONG_NUMBER,"BUSY, NO_ANSWER",27
v2,WRONG_NUMBER,"BUSY, NO_ANSWER, RINGING",9
v2,WRONG_NUMBER,"BUSY, RINGING",34
v2,WRONG_NUMBER,CONNECTED,102
v2,WRONG_NUMBER,"CONNECTED, FAILED",25
v2,WRONG_NUMBER,"CONNECTED, FAILED, NO_ANSWER",12
v2,WRONG_NUMBER,"CONNECTED, FAILED, NO_ANSWER, RINGING",5
v2,WRONG_NUMBER,"CONNECTED, FAILED, RINGING",4
v2,WRONG_NUMBER,"CONNECTED, NO_ANSWER",26
v2,WRONG_NUMBER,"CONNECTED, NO_ANSWER, RINGING",6
v2,WRONG_NUMBER,"CONNECTED, RINGING",25
v2,WRONG_NUMBER,FAILED,101
v2,WRONG_NUMBER,"FAILED, NO_ANSWER",38
v2,WRONG_NUMBER,"FAILED, NO_ANSWER, RINGING",8
v2,WRONG_NUMBER,"FAILED, RINGING",22
v2,WRONG_NUMBER,NO_ANSWER,127
v2,WRONG_NUMBER,"NO_ANSWER, RINGING",39
v2,WRONG_NUMBER,RINGING,100
v2,WRONG_NUMBER,,349
